k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25
AFB61C01;2DDF6301;207E5C01;7AF2BC01;131BE201;FFFFFFFFD8C44401;FFFFFFFFD7C14FC1;FFFFFFFF8C227801;12A77201;FFFFFFFFDBCB2BC1;3DAEA201;235D0A01;FFFFFFFF845ADE01;1F4C8601;5CB71701;7B188801;927AE601;FFFFFFFF4DC9C201;C3CEF201;5209CC01;36527001;4C795E01;76C77001;92EE01;79F5D801
FFFFFFFFAADD4501;220EC001;55F97001;37021A01;A2146901;FFFFFFFFCB9F1A01;941A1201;FFFFFFFF578F7B01;FFFFFFFFCBE72E01;31B8801;7B55B001;4EE0A201;FFFFFFFF26DB9B01;99CE0601;FFFFFFFF5A340C01;B59CD01;FFFFFFFFC88BA3C1;FFFFFFFFB59C0601;135EB201;FFFFFFFF9C788801;876B6101;FFFFFFFF4C410201;9C0E4A01;38197601;31550201
B96BB501;FFFFFFFF1F6D8501;647D4E01;8D7ED701;1CEF001;FFFFFFFF77B23101;385C501;FFFFFFFFC7B95401;24D2D601;3525601;FFFFFFFF85E0E201;FFFFFFFFB4A8C201;89A43E01;FFFFFFFFF101C401;BD1FA401;324B4201;FFFFFFFFB9D17901;FFFFFFFFDD3BB101;AEBA2501;3B4F9201;396FA601;FFFFFFFFEBE38801;80F4C01;8912D201;46B07601
58632201;118A1E01;1AF3D601;FFFFFFFFE7945D01;FFFFFFFF8F7CCE01;2E5FD601;FFFFFFFF56375401;3CDE2301;99FF9D01;FFFFFFFF64EC1001;FFFFFFFF5307C601;FFFFFFFFD4FA7001;FFFFFFFFB9ED8801;697B2401;70E8F401;FFFFFFFFA86F4C01;46C34801;FB80001;FFFFFFFFDA30C3C1;91882401;FFFFFFFFB956BC01;15EB0901;25045D01;8928C501;FFFFFFFF4FF99201
8F5CCB01;FFFFFFFF8D4DD201;86C34401;FFFFFFFFEBD13301;FFFFFFFF93F3D801;8BCD4401;FFFFFFFFB038BA01;B5BE9301;7FA7C001;FFFFFFFFA0FEA201;FFFFFFFF6F0FF601;B1F20901;75623001;FFFFFFFFB31FEE01;931ADF01;B4BE4901;C88D3601;FFFFFFFFF01EA201;FFFFFFFF989EDE01;1A82D501;5C3F3401;FFFFFFFF91F02C01;7D777001;FFFFFFFFF28E3201;9E875601
CC7F8101;2D9D7001;FFFFFFFFA024EC01;55A15601;FFFFFFFFEE074001;552A7B01;FFFFFFFFA4D0F401;FFFFFFFFF50EB401;96D50801;FFFFFFFF34343B01;FFFFFFFFF049E601;4255B801;FFFFFFFF296C4401;460EA001;FFFFFFFFA4E1D601;B0A90E01;FFFFFFFFD56BE801;FFFFFFFFD16EA201;FFFFFFFF9C8B5A01;FFFFFFFF5095B801;6B60DA01;FFFFFFFFE3041601;38BE3E01;CC79401;FFFFFFFF7A823F01
94DF6701;FFFFFFFFE184AE01;FFFFFFFFC5F50C01;66207601;32131801;17CD8401;79564401;FFFFFFFFD7A03201;FFFFFFFF9831E801;FFFFFFFFD5C4A201;CB0C7801;FFFFFFFFE8E2D841;6436B401;3143B601;6AF15C01;FFFFFFFFC9AEDE01;FFFFFFFFACD03C01;FFFFFFFF73009601;FFFFFFFF4A39B301;298E7201;EAC1DE01;33BDAF01;41B13301;FFFFFFFFBFC1D801;2336DB01
FFFFFFFF73F12E01;5F934E01;FFFFFFFFBF7DD601;22FA5F01;FFFFFFFF87C95401;2E542801;FFFFFFFF59949001;3234C101;FFFFFFFFC24F9C01;FFFFFFFFC47D1C01;D77AC801;B6234201;3FF89001;10B72801;FFFFFFFF90587801;251C4A01;FFFFFFFFC0FEBB01;57D15A01;FFFFFFFFBE0EB301;FFFFFFFFF893BDC1;FFFFFFFFC6DAD7C1;FFFFFFFFDED92601;55176401;1F7B4C01;67015A01
FFFFFFFFE0924C01;FFFFFFFF95A56601;FFFFFFFFD21A3201;FFFFFFFF8E505201;5BB1D501;22854201;FFFFFFFFC9D08301;FFFFFFFFE930B3C1;FFFFFFFFFC1A3A01;7D3FF001;FFFFFFFF3C3CE001;5B290E01;FFFFFFFF77806F01;FFFFFFFF58F82401;FFFFFFFFC4D50001;FFFFFFFF57DD3801;81F1A01;FFFFFFFFF16277C1;F6CE01;22832401;602CC001;5CB801;FFFFFFFFB0658A01;79596401;FFFFFFFFCB42DA01
24CC3401;FFFFFFFFA83BE001;9D794701;B1169C01;209A3A01;FFFFFFFFD176D801;FFFFFFFFF180F801;FFFFFFFFB33DE001;FFFFFFFFC1C2E001;FFFFFFFF604A6201;FFFFFFFF74EF1B01;FA3E0901;FFFFFFFFCC37EA01;FFFFFFFF75B0D401;FFFFFFFFD94E8801;FFFFFFFFA382F801;FFFFFFFF8EF60401;FFFFFFFF65A13C01;5C435E01;FFFFFFFF3B4FDA01;FFFFFFFF67DBAD01;EE9EEF01;667B6E01;FFFFFFFFD9E56001;F06F9401
FFFFFFFF56B39B01;FFFFFFFF4B4F7201;FFFFFFFF8DB91601;11291A01;3D4D9E01;EA4ED01;51705401;442EEE01;66D5CC01;2E0D3301;1D795201;FFFFFFFFACADDE01;FFFFFFFF38C80E01;FFFFFFFF5E80C901;FFFFFFFFE5C1B601;FFFFFFFF11639001;FFFFFFFFC41CDA41;EA6E0001;FFFFFFFFB822C601;98F97F01;B0071B01;66DA2801;689BF301;687DA601;63613001
FFFFFFFFCDBE2C01;FFFFFFFFDE681041;FFFFFFFFF8BAF601;37EF3801;3DD8A801;FFFFFFFFE7449001;CD178201;3153F601;FFFFFFFFB0298201;6C973A01;348CF401;87F91C01;AEBE7501;1F959001;FFFFFFFF33D82D01;FFFFFFFF8A2C3E01;FFFFFFFF65D50101;FFFFFFFFE28D2401;FFFFFFFF7EFAA601;FFFFFFFFC4D16C01;7D53C801;C3F88701;DED5DC01;76801C01;3CD79E01
BCF2C101;23993F01;FFFFFFFF744C2201;FFFFFFFFAFDFD801;FFFFFFFF9D5BAE01;FD928101;544BC901;326AC801;53213701;84255501;FFFFFFFFEE155001;FFFFFFFF78155D01;FFFFFFFFBA2EC301;51135801;A7917901;33897401;FFFFFFFFD000A801;33267B01;FFFFFFFFE7FCD501;A38F2B01;DD08E01;FFFFFFFFF206E101;FFFFFFFFAE761601;FFFFFFFF97E55401;FFFFFFFF7B026501
FFFFFFFFD5F9AC01;FFFFFFFFFD298501;17B5E301;FFFFFFFFE5F4FA01;FFFFFFFF3CAF4601;280DA401;FFFFFFFFCA53B401;FFFFFFFFD084EE01;5E1E701;5897A201;FFFFFFFFCC097A01;5B9BA601;FFFFFFFFB2F37801;2194F801;18596601;43212001;FFFFFFFFFB540601;FFFFFFFFE8E8CE01;6ED3C201;B68FDA01;FFFFFFFF2B373801;B377B501;36205E01;E31D3401;FFFFFFFFC3610001
BFD7F201;45AAD001;5FCE1A01;60B85A01;FFFFFFFFB144BA01;91F9D501;12A24201;BDD0F101;5E1A9601;9472401;F1FA1901;FFFFFFFFC0491641;FFFFFFFFF2C9E401;3C66A001;FFFFFFFFD5CAE701;12A15E01;55035E01;FFFFFFFF4680B601;36790801;FFFFFFFF848E2601;FFFFFFFF46E5B801;3424B201;2352EC01;7DF50001;977F1B01
49129001;FFFFFFFF29D08601;FFFFFFFF33896C01;41B4F201;FFFFFFFF76899901;FFFFFFFF60799A01;FFFFFFFF660B1701;FFFFFFFFD538AE01;5C403C01;FFFFFFFFF0C45E01;FFFFFFFFD2F47001;FFFFFFFFA0493E01;FFFFFFFFCAB23D01;8C6E0401;A8FE5401;34B42B01;14A05801;B0564E01;D3306801;129CB901;FFFFFFFF207DCE01;10DA1001;FFFFFFFF967CC301;FFFFFFFFFB09C401;F9A4C01
37C40601;380CA401;FFFFFFFFCB648641;FFFFFFFFB59CE201;AAC0DC01;FFFFFFFF6EBB5E01;400FFE01;FFFFFFFF46904E01;FFFFFFFFB685FE01;542BE601;1DCFB401;FFFFFFFFD6B34801;FFFFFFFFE79CFA01;FFFFFFFFB9375E01;2CB4A601;FFFFFFFF2EF5ED01;1FE01C01;FFFFFFFFBA086A01;19315C01;1B11AF01;FFFFFFFF8163DC01;FFFFFFFFD8ED1201;FFFFFFFF0AB52801;594F6C01;23C5C801
FFFFFFFF13E09201;8A63B801;FFFFFFFFD0386BC1;82521901;FFFFFFFF7D612001;3A996C01;E807401;605E9801;FFFFFFFFCA1CB001;3DA3EF01;E40F01;72964C01;A6C8F101;FFFFFFFFB8080601;93D94001;47F75E01;FFFFFFFF7610A701;FFFFFFFFCCF68601;FFFFFFFF21849101;FFFFFFFFECCAB801;FFFFFFFF8A2A2001;FFFFFFFF84904301;FFFFFFFF94AC4801;BB70C601;58A8D001
A244A101;4AB96E01;FFFFFFFFD2238A01;FFFFFFFFF84EA801;FFFFFFFF4C727201;BDD31001;FFFFFFFFA13B6801;2AC63901;622BCC01;FFFFFFFFA6496D01;FFFFFFFFDAF45C01;4D83C401;FFFFFFFF0264A201;FFFFFFFF5BCB8401;FFFFFFFFC54E0801;FFFFFFFF6F643E01;EF71D01;1DBFDD01;FFFFFFFFCA5E1D01;C8C4A001;FFFFFFFFD489E7C1;6CF8DE01;A910B801;FFFFFFFFDCE1EA01;FFA7001
201B0A01;FFFFFFFFC75479C1;FC405101;FFFFFFFFEE6FCA01;67C6C501;FFFFFFFFA860E301;FFFFFFFFFE73A241;795C4401;FFFFFFFF1E872501;78D2A001;6BB04A01;FFFFFFFFB0CB2601;FFFFFFFF6FFCD601;4DFA2801;FFFFFFFFE501D401;85EAB901;FFFFFFFFC6AF3E01;CBFEA801;44D24301;FFFFFFFFA7F1D201;FFFFFFFFEE2E4801;FFFFFFFFC3673E01;FFFFFFFFC90EDC41;FFFFFFFF73BE5C01;9F579301
FB95901;FFFFFFFFE770EC01;FFFFFFFFD6190201;255D8901;FFFFFFFF8D7E0601;39999201;9A0BA301;FFFFFFFFD3620001;FFFFFFFF8BF52201;FFFFFFFF74E67A01;FFFFFFFFF8A70701;FFFFFFFFF2D95501;B4374B01;E535DD01;FFFFFFFF8D514001;FFFFFFFFC099E201;FFFFFFFF82CD2E01;C86B3F01;150C0B01;3B788401;FFFFFFFFA5D87C01;FFFFFFFF7FC1AE01;3B69F901;A04E3C01;FFFFFFFFC52A8601
1DC2A801;3B64E601;9D9E201;25D40401;1BDB1601;FFFFFFFFE2913601;FFFFFFFFAC596601;FFFFFFFFC38BF201;FFFFFFFF9497A601;FFFFFFFFD60CF201;FFFFFFFFECCF0E01;FFFFFFFFFEFE3C01;15D55401;FFFFFFFF01DCA801;636C4201;1DD7AC01;5BEB601;2F135201;FFFFFFFFD2EDFC01;FFFFFFFFC4C25001;C0F8601;2CCC5401;85256801;6EBAE101;FFFFFFFFC323D601
24E40801;1685AE01;3A6A1501;7CA27C01;FFFFFFFFC9788FC1;5089201;FFFFFFFF500C6C01;36FF8401;FFFFFFFFEC36C041;FFFFFFFFCD024201;6D86D301;FFFFFFFFA4EEEE01;85D2D701;FFFFFFFFD7A97601;FFFFFFFFB01BB301;FFFFFFFF86167A01;FFFFFFFFCEF79401;50650601;233F6601;FFFFFFFFF6B5EC01;B9322901;FFFFFFFFC84FAE01;69C3801;FFFFFFFFF5646801;FFFFFFFFFF0CFE01
789DDC01;FFFFFFFFBFB63401;644E9201;FFFFFFFFE5872801;8430D901;FFFFFFFF16B71401;DD7ECB01;FFFFFFFF84DA5E01;FFFFFFFF9D310C01;45DB1A01;FFFFFFFF6181D601;48CBA01;FFFFFFFFD4B76A01;20346A01;FFFFFFFFFD104801;FFFFFFFF88618401;9680201;FFFFFFFF986B0F01;FFFFFFFF5C0EDA01;ADF8BC01;FFFFFFFF6DEEA101;3790E001;5BF4CA01;4C48A201;8450E401
408B1801;83908C01;3129EC01;36C60C01;31FCB801;257B7E01;2BFCC701;FFFFFFFF7E2FDD01;FFFFFFFFCE327601;3B7BE801;ACE21B01;FFFFFFFF9104BC01;BA733501;A1648301;FFFFFFFFAC1DDC01;FFFFFFFF3D694201;48273801;1B0EF001;FFFFFFFFF94EE601;FFFFFFFF14C3B701;11FF4001;85109101;A18401;256E9C01;FFFFFFFFF6178C01
FFFFFFFFDFA74201;7943A401;174D401;C6747701;FFFFFFFFD11F7601;9D29BC01;FFFFFFFFD3226601;FFFFFFFF7781EB01;FFFFFFFFFCAE6A01;6033AA01;FFFFFFFF4242F101;20F1C601;C794E401;1794AA01;FFFFFFFFEA84D001;FFFFFFFFC6FDF401;30A08A01;FFFFFFFFE3F53401;FFFFFFFF8CB6F601;5003A901;FFFFFFFFD1BD1201;1F3E5601;FFFFFFFF5A0F1001;A12E6901;6FCAFC01
FFFFFFFFF8C77201;FFFFFFFF6F1E5F01;FFFFFFFFE92DA201;FFFFFFFF97C1FE01;44F69C01;30397C01;76893401;4C62C01;FFFFFFFF55C8C801;FFFFFFFF877AEE01;62C32001;38DBCA01;2D89D01;FFFFFFFFCD680B01;D58DA501;79AE5C01;3E0DFE01;FFFFFFFF94BBC601;FFFFFFFFDFFE9641;FFFFFFFF570EF601;EB353B01;38FC201;383EC801;FFFFFFFF9690B001;4EE40701
8C108E01;4A1E3C01;3E98201;FFFFFFFFD3F2A201;8F93A401;FFFFFFFFD59F81C1;FFFFFFFF7ADAAB01;43898E01;FFFFFFFFB3593201;FFFFFFFF900C7001;332F0E01;FFFFFFFFD2607C01;FFFFFFFF76657901;3ADA9401;861D7101;FFFFFFFFA8929801;FFFFFFFF4348F001;FFFFFFFF0B47DC01;D955C301;87718101;F24BB801;FFFFFFFFFC10FFC1;35A8F601;8E0BDB01;1A862401
FFFFFFFFB06A2801;1EC0D401;FFFFFFFFAD3D2201;624E6401;6E2B101;5E394601;30904C01;FFFFFFFFC183C601;FFFFFFFF09101E01;FFFFFFFFBB9F6001;FFFFFFFF109F2C01;FFFFFFFF15946201;FFFFFFFFAF495201;AE120701;FFFFFFFFADB98401;FFFFFFFFAFD8A801;FFFFFFFFC2AB2001;FFFFFFFFFCDD6BC1;FFFFFFFF6DF3DF01;FFFFFFFFDA657001;40282401;1E7B6601;2C1AD801;3A45E01;8D090101
FFFFFFFF3F76EC01;FFFFFFFFC51B4001;FFFFFFFFDDBBF601;FFFFFFFFD58CA801;FFFFFFFF3DFF6A01;40CB3601;FFFFFFFF3400D801;146C5501;FFFFFFFF13F38501;10872401;FFFFFFFF70DE1E01;BDAB5901;FFFFFFFFA6E69F01;71A64001;FFFFFFFFA55BDA01;FFFFFFFFD28DD001;19043701;FFFFFFFF8EF7EE01;FFFFFFFF87C75601;FFFFFFFF99C1E601;FFFFFFFFEBE08701;FFFFFFFF826FD001;48364001;A0364801;FFFFFFFF62995501
FFFFFFFFC66E8601;FFFFFFFFB1DC6301;FFFFFFFFCDC5B001;FFFFFFFF5D8F0601;2AFE9001;FFFFFFFFC1540201;FFFFFFFFD6199401;FFFFFFFFE2E4B001;FFFFFFFFAA260001;44F4A201;FFFFFFFFC2E10241;BB7CC401;958F9E01;63E9C01;235B0601;FFFFFFFFA777F201;33DFA001;B4EC601;5A2C5601;A2931201;FFFFFFFFEBA03401;518E2A01;B3DB201;FFFFFFFFB4094401;1EFB1601
837A901;FFFFFFFFC7686201;FFFFFFFFE2241E01;EA26401;FFFFFFFF8E310801;FFFFFFFF58080501;FFFFFFFFCD75D001;FFFFFFFFC1C21601;874F3E01;ABCABB01;FFFFFFFFBF194001;FFFFFFFFEAE09A01;FFFFFFFF22ECC801;FFFFFFFFB94CB601;FFFFFFFFFB0A7C01;FFFFFFFFD55EB201;FFFFFFFFE7A13C01;FFFFFFFF72D97401;57073601;FFFFFFFF12C5FD01;FFFFFFFF4C5C5801;4488C601;87C43E01;FFFFFFFF3F047501;36E12A01
7C438401;22799C01;FFFFFFFF59C0C401;FFFFFFFF19796501;FFFFFFFF8304D001;7340E401;FFFFFFFFFB62FA01;FFFFFFFFC48D8041;FFFFFFFF9D0C0601;FFFFFFFFC602B401;FFFFFFFFC7E1F601;FFFFFFFFABE2F901;D6892C01;FFFFFFFF472D2101;7D2C7C01;500CE801;24204C01;FFFFFFFFEBE83601;FFFFFFFFD8C51A01;FFFFFFFFD0F60901;E3479C01;FFFFFFFFB837B001;FFFFFFFFF85C8C01;FFFFFFFF566D3601;91690001
FFFFFFFFE0C68A01;25575801;FFFFFFFFF704E001;FFFFFFFF4372A101;1F7BD01;FFFFFFFFFAB90401;6A24EE01;B6E8BD01;73CABC01;FFFFFFFFD84E9601;FFFFFFFF8990B601;FFFFFFFFAE20D401;FFFFFFFFCC402201;BC8BD901;FFFFFFFFABD59A01;FFFFFFFF7F34BD01;8DDCB401;1F7DA01;30F8CA01;FFFFFFFFD3896801;4971C101;FFFFFFFFFBE31E01;83EAA201;BBE09101;BB5E3301
406CA601;FFFFFFFF3D616E01;5A22F101;AC534301;FFFFFFFF6C36B201;DC28001;40C46201;38F24001;66838C01;FFFFFFFF6D381901;EE7A4B01;35BCE201;4FAFE901;53C21001;7CF11801;FFFFFFFF5973FE01;FFFFFFFFFF0B9001;FFFFFFFFC9AFE601;5481801;1FDAA301;CDB0A501;9FBE401;FFFFFFFF52FF3801;FFFFFFFFAE75E901;488BCE01
FFFFFFFF9FA48A01;FFFFFFFF3465BB01;FFFFFFFFE8861641;FFFFFFFFE3782E01;37872301;2CC10C01;FFFFFFFFEDB87201;FFFFFFFF7C953B01;FFFFFFFFD8ADD5C1;FFFFFFFF74A7FB01;FFFFFFFFA28B1401;FFFFFFFF84F0E601;FFFFFFFFA0BA3A01;FFFFFFFF68A88C01;32694801;3ADAB601;FFFFFFFF7C891101;31BDB001;DE445B01;FFFFFFFFEE885401;31237601;FFFFFFFF5C03B601;FFFFFFFFA2A47201;FFFFFFFFBDF23301;3C28001
FFFFFFFF75C75101;FFFFFFFFEBA6F3C1;FFFFFFFFCCD46E01;FFFFFFFF776C9E01;4D8D7001;FFFFFFFF758D6701;FFFFFFFFDA90CD01;BBC56301;FFFFFFFF21D91601;63CA8E01;94BF0401;72FDF801;FFFFFFFF954DEE01;67AAAE01;FFFFFFFFAD8AB401;6FCC9E01;B1CA201;FFFFFFFFA8D39601;FFFFFFFFB7BCB501;FFFFFFFFE021B7C1;FFFFFFFFE652E041;84C0C201;7169B001;515F401;FFFFFFFFB151C401
34431B01;183EC201;B08AB501;FFFFFFFF032D9401;23407801;FFFFFFFFC18D7601;FFFFFFFF5FAB1201;FFFFFFFFDCADE441;4542B401;FFFFFFFF73C88C01;1D007001;FFFFFFFFB76E4201;46C71C01;A5235E01;FFFFFFFFD033B3C1;BDE65701;483E8001;FFFFFFFF26EE0101;FFFFFFFFE4709001;FFFFFFFFFB7FD001;FFFFFFFFFB975A01;1B6A3101;FFFFFFFFA9129E01;FFFFFFFFF5AEC201;32B9F01
49469C01;FFFFFFFF4332AB01;FFFFFFFFB4AAD601;FFFFFFFFF105A041;FFFFFFFFB97AAC01;FFFFFFFFB7844301;87470701;30C9CD01;F0CF7D01;31C1A601;FFFFFFFFBED92E01;FFFFFFFF7BF28B01;FFFFFFFF9EF56001;FFFFFFFF89606601;15DB2801;47B0C001;FFFFFFFFC5E21E01;FFFFFFFF991F2001;FFFFFFFF7B188C01;CF6E5401;A6071201;FFFFFFFFE8B801C1;2B7A7401;47BB0A01;FFFFFFFFEB2385C1
FFFFFFFFAAB1E401;509CA401;FFFFFFFFFB65AA01;FFFFFFFF92776801;5858601;39BBE01;82821E01;FFFFFFFFF8A09BC1;FFFFFFFFF5EB1201;FFFFFFFFE894D041;FFFFFFFFBCDBE801;A6A84D01;FFFFFFFFD7738D01;FFFFFFFF4FDA1001;FFFFFFFF5922B801;BA820D01;FFFFFFFFEA840001;5782F001;FFFFFFFFF15507C1;FFFFFFFF6CD8F301;FFFFFFFFDDA62001;C0A69E01;8E6D601;2D57A601;FFFFFFFF786AB301
FFFFFFFFAEFC0801;91C2C601;FFFFFFFF77D42D01;FFFFFFFFF0E5FB01;FFFFFFFF68A2F501;9017AE01;FFFFFFFFFB082001;FFFFFFFFB5978A01;B975201;FFFFFFFFDDCEFA01;8CBF0001;FFFFFFFFCF5D1C41;45F5101;6C6C7A01;B052E101;4CEB9701;31E01E01;FFFFFFFFC7996DC1;65913C01;23D49E01;FFFFFFFF5ED21401;5E754101;8BF1E701;FFFFFFFF49668801;6FF9DC01
905C801;4FB08701;44031201;FFFFFFFFAE624001;63831601;FFFFFFFF7CBAF901;9CBB5101;FFFFFFFFED10EA01;FFFFFFFFE7E10001;2D212C01;FFFFFFFFA6095001;55B87D01;245D9E01;22F12601;581EAF01;FFFFFFFFD03AE041;FFFFFFFFD0A53B01;FFFFFFFF09009401;FFFFFFFF4026F801;3E70AD01;6A4A2601;AC8CD801;FFFFFFFFE621C201;9ECED601;D16EE01
FFFFFFFF32772701;FFFFFFFF7DDADD01;3C3A3801;FFFFFFFFCFDE6801;9A81F301;FFFFFFFF99602C01;FFFFFFFFD836F601;FFFFFFFFEA073E01;646D001;63326E01;3FBC5601;FFFFFFFF875BC801;88AB1E01;22408201;FFFFFFFFC341ABC1;2A1B5801;FFFFFFFFE21C0F01;4F5F5001;7B26F001;FFFFFFFFC72BF701;1BBE2201;FFFFFFFFB2F6F201;3ABFA501;FFFFFFFF3BC3DE01;FFFFFFFFADFB9E01
FFFFFFFFADFACD01;FFFFFFFF62CCD401;3794D201;FFFFFFFFBB791801;68B5E401;180BD001;FFFFFFFF8D40F801;FFFFFFFF7B9D4801;FFFFFFFF65133C01;AA64A801;FFFFFFFFEF1BBE01;75061C01;FFFFFFFFA81FEA01;FFFFFFFFE9ED8DC1;FFFFFFFFDFCABE01;FFFFFFFF8CA89601;7F4F5001;480E4401;FFFFFFFFCAC55C01;FFFFFFFF550BE601;C491ED01;FFFFFFFF3B929E01;FFFFFFFF013BDE01;3FF11901;FFFFFFFF6E1B6A01
34DDF201;92FED001;31DC3401;FFFFFFFFD45DE401;4B31B001;219AA001;1F51E301;FFFFFFFF89BEC701;561C9B01;1D00A101;59D15601;FFFFFFFF856C9601;16EEA001;2A538C01;FFFFFFFF89731801;AE514301;FFFFFFFF98584E01;FFFFFFFF82F29201;FFFFFFFF3B8A7D01;FFFFFFFF1C769001;65359101;9EAD4F01;FFFFFFFF638D2701;FFFFFFFF26E2C601;FFFFFFFFAEC2A201
39620301;321A8501;B6970901;FFFFFFFFC1954601;FFFFFFFFA75A1001;FFFFFFFFFF205601;DC6C9C01;FFFFFFFFB6EA0101;FFFFFFFF7E0D1B01;22A93201;FFFFFFFF794D1C01;FFFFFFFFF4A73101;FFFFFFFF4135FA01;A004B801;FFFFFFFFE1CA6C01;FFFFFFFF5E8C3C01;2F47E201;FFFFFFFFC37EB001;DB355701;B966C001;6075EE01;A35BCD01;8CFD5401;722E2401;FFFFFFFFD7192B01
FFFFFFFF3EC21A01;FFFFFFFF7BFE7901;FFFFFFFF301FD201;FFFFFFFFFFCFE201;8AB5E501;52F8E201;9D279E01;FFFFFFFFBD2B6601;39E10C01;FFFFFFFFC2960E41;38D0C201;9F8C3D01;43075601;365F7C01;FFFFFFFF7E7C1801;FFFFFFFFD3014201;1AA8D701;3D35E601;FFFFFFFF68FD7601;FFFFFFFFA7DBC301;B2584601;77F31001;FFFFFFFFC30AB7C1;CA9F5C01;FFFFFFFF87D9A601
4EF98601;FFFFFFFF753C3D01;FFFFFFFFF373BE01;FFFFFFFF17A79F01;29911301;FFFFFFFF42106201;FFFFFFFFF1F39201;11F1D701;FFFFFFFF9EB81C01;FFFFFFFFE1CBAA01;860E0001;FFFFFFFF1450A001;FFFFFFFF91E64C01;FFFFFFFFA2D0A701;FFFFFFFFAB3A1C01;FFFFFFFFDB0FFC01;FFFFFFFFADA2C201;3A84C601;AA0E9701;FFFFFFFF31ED9801;FFFFFFFFF1C1F501;4A940001;175A801;9749B801;54D75501
29515601;FFFFFFFF74820401;5BEFF101;51035001;FFFFFFFFEFB3F201;6B0EEE01;846C3B01;97C44701;FFFFFFFF7DC4FD01;FFFFFFFF7732CB01;A4423501;FFFFFFFFD6CDC241;FFFFFFFF953FC001;FFFFFFFF874F7001;FFFFFFFF9AD27C01;6709AA01;5F21E601;6BEB4E01;FFFFFFFFE0782801;9DB39501;FFFFFFFFD154CC41;179E0B01;200E5E01;99D68B01;1BC96501
1FF7EE01;FFFFFFFFD11A6C01;E6DBC01;3DA8A801;2B56DC01;FFFFFFFFA2ACE001;FFFFFFFFCC5CD801;350D9401;826AA201;76F0B801;32E67301;B2147401;FFFFFFFF7D013101;FFFFFFFFC7156601;8475301;FFFFFFFF90D66A01;33D9DA01;FFFFFFFFD2CA2801;1030FC01;226ED401;FFFFFFFF02123401;7CB5F401;63792601;FFFFFFFFB8616101;FFFFFFFF8BA11201
FFFFFFFFBCD4F601;FFFFFFFF3AC08201;FFFFFFFFC9F24C01;FFFFFFFFC06AFE01;6FF2E01;567CD01;12287501;6316E601;E82AF801;FFFFFFFFA866C601;FFFFFFFFE9011E41;3EE93201;2AAA8001;FFFFFFFF1D715801;FFFFFFFF92943401;17969501;2BCCC001;FFFFFFFFE733D201;FFFFFFFF701F9601;FFFFFFFFD8712C01;15161601;FFFFFFFFF0AB0401;6375FA01;FFFFFFFFB0CABC01;FFFFFFFF6C204E01
F2A3DC01;FFFFFFFFA0460201;FFFFFFFFCFDF2C01;7227F401;BE9BC01;2380E401;FFFFFFFFCE831E01;FFFFFFFF62EBFD01;FFFFFFFF6031A301;FFFFFFFFF5F1D401;469A8E01;3FA93601;146C6801;FFFFFFFFE5B78001;FFFFFFFF4215D601;FFFFFFFF7A57EC01;6C2A4C01;FFFFFFFF4A0F9601;3FBAB401;FFFFFFFF5E36F901;FFFFFFFF8CEE3A01;C23A201;FFFFFFFF87595001;FFFFFFFFBAC57201;FFFFFFFF6FC2B901
FFFFFFFFFD65EC01;FFFFFFFFB5FDB101;FFFFFFFFD4447801;3F1E7A01;FFFFFFFFBB34BA01;E74A6501;FFFFFFFF9023C001;FFFFFFFF8450DE01;FFFFFFFF943C8C01;FFFFFFFFFD4D3201;6AD84C01;41E8F201;FFFFFFFFDD183801;FFFFFFFF3D3DB801;FFFFFFFFB876E001;FFFFFFFFF5CC7BC1;FFFFFFFF525C3401;FFFFFFFFF58F3A01;FFFFFFFFB6799601;2831C801;FFFFFFFF4BA5B401;28535E01;391F4201;58179E01;FFFFFFFFAA79D201
FFFFFFFF7C3FAA01;9DE98D01;E3CF3E01;E20D7701;23C27201;FFFFFFFF50A4C601;7DA65001;71E78A01;FFFFFFFFCAB1F801;FFFFFFFFE622B001;FFFFFFFF51E7DE01;E9A5AA01;26FFE801;FFFFFFFF62C26901;FFFFFFFFF871FA01;FFFFFFFFB976DE01;FFFFFFFFD3DB25C1;23CF8601;EEC38801;FFFFFFFF7F9F1301;676C1001;FFFFFFFFFE964A01;2B6C9B01;FFFFFFFF98231001;FFFFFFFFA49C3A01
44A0FE01;251E5601;56B96601;FFFFFFFFFBCE2601;60484E01;8C42E701;B211EF01;2E666A01;FFFFFFFF7A445501;63186A01;FFFFFFFF75B76B01;FFFFFFFFA408FE01;FFFFFFFFF5375F01;83B85501;FFFFFFFF6732C701;FFFFFFFF61716F01;52769601;FFFFFFFF8C4EE801;FFFFFFFFDD0ED001;37466A01;FFFFFFFF3AD46801;FFFFFFFF3C641D01;3A981501;1FF13401;FFFFFFFF78204E01
