c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.54736628361331841+0.037540492690606844j,0.48394068010847818+0.27962859150414776j,0.60963004772483909+0.97545631039598124j,0.61360097590651375+0.13418659866129062j,0.32593386466818725+0.51908321963719628j,0.41619749803877693+0.18600572031479581j,0.080760070059730488+0.97545919004549597j,0.30099167282892897+0.97347653365950149j,0.36238555554429563+0.22746995712395077j,0.28692533280172017+0.11753484187203508j,0.46322944218968071+0.095341182827949580j,0.72581145665327584+0.73360564715996235j,0.40282959083119102+0.043987981387869558j,0.32814070018565195+0.27929733681505192j,0.78849164490671197+0.39515046895844308j,0.30335862552071075+0.60047567311694361j,0.63872425458000925+0.25663675685139525j,0.47146744284533459+0.27211942762609115j,0.39141572000008751+0.61968724880060810j,0.68091310368739577+0.81779904128653691j
0.59449210554912058+0.18664822395197034j,0.98153017993553593+0.24376920551079392j,0.85208727998072986+0.054536185523297420j,0.98091537336716550+0.52746796786541816j,0.27030692481253643+0.59574617940859065j,0.48862499209731919+0.88750286653532640j,0.33838645869998613+0.24268159159828639j,0.0064741883195498862+0.30971983230029437j,0.95348058643091738+0.85658187456869317j,0.16685318675940863+0.83306850065049665j,0.14545919157752332+0.68084418953943682j,0.29135197529798218+0.64360963632670054j,0.056702496865630142+0.62226869812832986j,0.81044064829472995+0.91040855664048503j,0.82600778397668995+0.80411440336598117j,0.17830861646506546+0.48858242739434549j,0.53147152353780214+0.85005596431659225j,0.84729795577950895+0.92670013325731615j,0.17173268813513115+0.93089368898699043j,0.80858715517907620+0.18632990952489967j
0.78841413465104904+0.82878859920754444j,0.69976737512286002+0.60003586067028603j,0.68351506399865147+0.49516031336440913j,0.68976243102448231+0.97387674626871912j,0.83454818648127482+0.60781251297521455j,0.81761940684991241+0.80856923466938613j,0.49829444724834798+0.53401107778350787j,0.54029769679778339+0.21371705185898976j,0.98117092782609383+0.88205378268592416j,0.51627070916956663+0.81098736866094301j,0.32905327946391300+0.0045462327014793458j,0.16968277908071666+0.95103931186643309j,0.20618789853806163+0.17732890046804947j,0.34665736205218095+0.85946971739405875j,0.73449963537625307+0.93061437322861407j,0.85725624014939028+0.31812305657214413j,0.82784014724493438+0.74296150317030241j,0.24218930005379460+0.25115186318192040j,0.24052031638297525+0.63815091189128570j,0.034409898298252937+0.094220444098458325j
0.030579169094203617+0.37599120566586536j,0.81710696846902775+0.46960160784243354j,0.59332165933788683+0.73554356467034654j,0.58219476579062290+0.50814818553281649j,0.95824270390468913+0.24449062802908120j,0.15473274195207395+0.57232187718495586j,0.11319812229920174+0.48369984520342424j,0.15977238611348538+0.61651727436295045j,0.70167152427233592+0.34573583928288187j,0.79657755918292750+0.85147096746369666j,0.62910941963749845+0.47101926339633549j,0.42890869474841153+0.73595245254968999j,0.64222682248301666+0.83439319158132075j,0.30608388456382268+0.15568308449958521j,0.37711616235546402+0.86260477095907639j,0.15819237588269230+0.33919281597779499j,0.63362114730188379+0.58658824156038369j,0.69574995159112984+0.15266193308693526j,0.086288792702624115+0.12865291393152303j,0.83383523154817107+0.23629035432109569j
0.45076944367745925+0.35130223299408719j,0.90471600457134493+0.25379204776711900j,0.43214315815463966+0.58868082335119487j,0.11160494083837583+0.68336911317257754j,0.70572949386527950+0.24763612684284789j,0.050290459894895959+0.91627441574042723j,0.60737732035437120+0.67493169399406350j,0.42487748484806359+0.11810771936511417j,0.47295372104321803+0.34511786435498715j,0.76572481779689261+0.32288461804631685j,0.45539180036089433+0.070459744422267184j,0.63944866524689536+0.92957998766298167j,0.13645686749314570+0.90775409581097510j,0.15615513328145522+0.37860666968932621j,0.52819482418548214+0.70385218776177283j,0.96459706499741704+0.74465046603944451j,0.46746875566190210+0.29563678620808087j,0.47656964487788162+0.11968985301146144j,0.83628709804471568+0.57711094480679737j,0.18199487564599312+0.98833779944512468j
0.66898577560847072+0.64081272458149063j,0.62056512606704284+0.61498456507627175j,0.29777803845290651+0.16945479875600764j,0.74406854447248538+0.45668117134733943j,0.23328632527465776+0.71305811899245575j,0.28703131452093855+0.18865354640202162j,0.32340876734337948+0.88751926433254669j,0.28877407663771665+0.69798676265816750j,0.68677118251824176+0.77096671915248405j,0.19460126130893191+0.81257517173368765j,0.62283085283852169+0.32362466096323672j,0.64422426314980707+0.33385177207058259j,0.88951599812547488+0.53046870002981150j,0.20074960592375865+0.90703586493527733j,0.93799171491027422+0.70251961132239737j,0.78398201877179940+0.94480244503738531j,0.62574789868135405+0.90471783601726041j,0.076524891194242717+0.070767249919109015j,0.13447193076373709+0.0080452955718385462j,0.98068921098419404+0.19246613902953499j
0.69363970261037899+0.66724271500279564j,0.36052955391118791+0.065474330245199511j,0.27092730488107530+0.15616835433724777j,0.67168258088315669+0.75582477135821358j,0.95377943016181110+0.25899268966837669j,0.71554528075333024+0.56132016503820736j,0.90408007560614612+0.51520042204858441j,0.077413324071155962+0.063121429814641014j,0.92370720464508438+0.0020992481980640848j,0.26802389592958148+0.34658457127385173j,0.37079158076889940+0.094959273502015440j,0.34768501368967103+0.58844931657341748j,0.24269030551830070+0.61844343299404214j,0.57260473802285283+0.44809871962684639j,0.44496254428374316+0.79547056910348823j,0.54593514483630889+0.22312054502090689j,0.019863157853655673+0.57508753933126033j,0.093716435584191515+0.91629968764515102j,0.46572964619240625+0.82393138531323717j,0.63852025860651362+0.65470830427957838j
0.0069751132246500787+0.11029377178054775j,0.19859440060356781+0.23000227964957839j,0.35620463233319682+0.92645148408989053j,0.60341765605402098+0.00057946846320052489j,0.68032835881593989+0.33275079926653600j,0.32694542677624144+0.62810333603470625j,0.15268069038999174+0.36333138257412517j,0.77931145077639719+0.37503115733975861j,0.87618950823140540+0.58196813308973272j,0.89744329000016476+0.81790005719359093j,0.29550667112603118+0.59283387865446369j,0.93340522625457500+0.97054358548307818j,0.53157685007156341+0.82704898682383832j,0.038996406511726971+0.70010647201400578j,0.67317311475971331+0.29088842064399018j,0.34689778112168884+0.96203120880417925j,0.40966240308308161+0.90302847314505663j,0.97889400422851836+0.25585002393799411j,0.96985447054618312+0.76882676936233052j,0.69167283959323000+0.99597806234756991j
0.19778453596480411+0.74651317272969353j,0.90519583921024693+0.69181940369524353j,0.31166920973541284+0.78770177343611014j,0.18788597591701298+0.99726522935905504j,0.82602072377305380+0.62384213601545380j,0.32677084429912284+0.47378672299528002j,0.43489352565535705+0.80462030293081066j,0.52280156800436373+0.97311686850848123j,0.00066999814331058377+0.11515514915258958j,0.63004477301323925+0.20617666445906069j,0.11810387300272877+0.46812057531915924j,0.019232342780916512+0.58418354748543311j,0.40674035790047081+0.61519288564631369j,0.37538012811323129+0.92814949196423535j,0.30179591553874852+0.86672537711991615j,0.10522916398219694+0.32187705643454029j,0.031554079466544378+0.15236107257692633j,0.21465105062599218+0.55270158917626022j,0.060265438688249337+0.40315524082081100j,0.16763535805465873+0.33879348346844529j
0.10318453459566691+0.75385057836645097j,0.70828407220735357+0.47985633406219369j,0.37125505206951770+0.94554598320806604j,0.29735331203557097+0.34129588632385660j,0.99488731779410400+0.20007839240444009j,0.37729777492131539+0.12688014087491270j,0.62208084011304599+0.36726904251513398j,0.11192441429643646+0.85308940453110060j,0.33182269856563207+0.34566893353213457j,0.48878488435722567+0.87725932969108189j,0.41102538906836711+0.96831867206240207j,0.68427782047708141+0.64306213784044564j,0.99748860988138599+0.38686636876484365j,0.75453965418779634+0.064761976480841504j,0.011636392673986650+0.096969427188113744j,0.58626752478663668+0.95368171951870528j,0.19620961448076013+0.12494003056543974j,0.43652719543539442+0.11898730700552490j,0.87721478732454272+0.093364434286941078j,0.54998232598812102+0.29843125509408086j
0.89591734397829059+0.69974420940422211j,0.54437458574391784+0.95388169823211633j,0.58882538371260984+0.89301131102533904j,0.43438265189645975+0.60120467566996572j,0.77070724382536127+0.0011396031346480649j,0.49979735514278201+0.18305135637492151j,0.28179346814399753+0.26787760144546391j,0.91671477673610302+0.53103400307609139j,0.22202867868935536+0.031305286409775361j,0.36468334821894904+0.90649591621577230j,0.59410302829870709+0.28612976722467176j,0.13603232687467112+0.28064643305490983j,0.27347053598845117+0.091183924000073760j,0.61779169855280391+0.43452764020061474j,0.47059878800105998+0.72641913208441022j,0.19218861001358881+0.23688280914679066j,0.059125644632465925+0.25818522784195058j,0.61535897632386083+0.94477379243158188j,0.25545563954567924+0.33453435890163252j,0.65268991677027199+0.74592635613108849j
0.24087097098772950+0.85803687988460575j,0.77696930199972691+0.53957639814540348j,0.47634146338748856+0.12427727904336908j,0.97974439117976886+0.54482633681513193j,0.58946749433164225+0.48647697845033422j,0.28196303451753069+0.23102473031594467j,0.64768273013319322+0.91773422481836986j,0.069586913527402719+0.91227193062338519j,0.35447426612037752+0.47361302993125537j,0.55198058621880941+0.45935211472442733j,0.95810802813581109+0.18981845077805570j,0.38423917426742993+0.19797709250266290j,0.49937127178840152+0.82880605312460609j,0.035393563568802897+0.18440620725719575j,0.47194169793047119+0.20832941667549290j,0.93520020902716261+0.37231997151262869j,0.25885344063981497+0.96860309240001197j,0.069976624077191921+0.44710421096713093j,0.0013259794156571126+0.78294312467340488j,0.037975079951752734+0.82677254931799282j
0.49093873786264591+0.47302518701513246j,0.43353317764136856+0.97222708707642658j,0.26567528517097144+0.73442050927585922j,0.18449265029368664+0.24438290427091802j,0.45442928170156061+0.49912148081945429j,0.19022630582062303+0.90350514873766052j,0.18684164196324476+0.35477529706242433j,0.62232392416220661+0.26193536970042869j,0.79775323663326991+0.88701330097211839j,0.28446857173919088+0.61378051581389326j,0.039552638941432412+0.33711404151036034j,0.51302204821578778+0.79620667811369716j,0.094888243389083207+0.72329626673840897j,0.88258989761589912+0.11775888503040406j,0.26814334736772971+0.18040486673564318j,0.055222284371915245+0.33089505467846908j,0.078281682754840098+0.45253763229851462j,0.97192939213197405+0.53581403686860152j,0.92066320975142013+0.44708936428772006j,0.67643346194962106+0.33752386536892837j
0.73933744842357929+0.34307204380683703j,0.66605091030445163+0.00039371570267986183j,0.59281864966712083+0.99287803396332475j,0.66563777745664499+0.22375083575901578j,0.47591754209855058+0.85251491491858111j,0.57685396402728950+0.45664439993667044j,0.73996964418208999+0.58135791468220777j,0.92309726982529461+0.36694723004033464j,0.83765230709707483+0.90620563832459755j,0.66805737315904057+0.60050437880813590j,0.13891737200691179+0.21535814241759535j,0.20046183189342490+0.54403290676083171j,0.74305221911493480+0.66247998332176161j,0.69812124797157149+0.40101627264468998j,0.40636545724284934+0.92967127450837495j,0.11648125569378316+0.94203958058420578j,0.70975996196716729+0.57470257759546706j,0.85134891530715584+0.094684728909377736j,0.24836088629005210+0.089288295521170249j,0.19207806667621938+0.67722968830006225j
0.57726076108737023+0.58408853534959393j,0.69295410760729392+0.14622259206553906j,0.14729264821851368+0.59594246775615367j,0.027321216800391353+0.20453408238729281j,0.14986940042064451+0.63666570378308285j,0.53781686803066708+0.27623239787283943j,0.20752963872627281+0.12376995688325064j,0.0044887416910114808+0.26700280406290533j,0.63368316081495302+0.41292389812810792j,0.13711543411706170+0.15331922426453484j,0.27951168956164846+0.73728905276840850j,0.62192992766575939+0.67479552345239402j,0.71101780162961692+0.88027997865518293j,0.41423585182523615+0.054360548788982638j,0.65187571123681620+0.73163315802291751j,0.95348718345463579+0.72788815008033514j,0.17314038365936460+0.97716787599924260j,0.71003385975625133+0.83099884615973496j,0.15595722629519346+0.94012281853260260j,0.083516656932847336+0.72065199876922037j
0.66701591606081934+0.76162815081811952j,0.0042289734629274937+0.48898163976307829j,0.24747580012094320+0.75481347281445843j,0.067301106043436434+0.58385296614258531j,0.64422899054338290+0.97384790646707076j,0.58776680191986985+0.90908206779135947j,0.97807338560755996+0.56415631387070020j,0.19195542219849770+0.70429395412326934j,0.13323476786024621+0.52741216627416754j,0.76186150301165156+0.29934446348076599j,0.70367505997995705+0.90931610217870440j,0.81488670653913475+0.77276803957544271j,0.47236488719983649+0.58811832358597549j,0.34097673277511298+0.77531875665396965j,0.89886809066114193+0.81087894920478909j,0.051864294525452333+0.061442456311829631j,0.012874384454601734+0.45495425289082786j,0.49497261972756618+0.48120747548650639j,0.17524420697975757+0.13128858393036252j,0.55700451989908784+0.042053486022421219j
0.47565250863808262+0.76749492401120500j,0.91653044284558094+0.076915028289787968j,0.20426284352426455+0.073323437120994484j,0.55351109711846380+0.59375122071655984j,0.25831063462253789+0.66741358569364617j,0.084389328571545227+0.63497895140815908j,0.88548435329746744+0.082658246637299010j,0.91387381389703148+0.14441785089462841j,0.51293414114015168+0.63919234943173220j,0.96535805010024001+0.95242024117881263j,0.34225689717188235+0.35989786618916181j,0.27969563183101243+0.80131580685816706j,0.58936343858758444+0.36703094895818694j,0.97994200992168234+0.25688551125827586j,0.45512050189321895+0.24233968071587003j,0.12855541702695653+0.99629221935050294j,0.38206690897964202+0.30387238963933277j,0.025212202287762001+0.13795264378468233j,0.50526863660096744+0.65345402087252069j,0.87457135847702705+0.28738983321382411j
0.73527061170805186+0.21216167464560895j,0.86963406434231050+0.35926720338766965j,0.15520913023165214+0.30289926600942219j,0.22692935461597244+0.82923004891935292j,0.26266110936468151+0.075155204342767623j,0.76697829002195561+0.88874575567589398j,0.24501609654462297+0.45156298362782765j,0.48870588910765872+0.35416115918368890j,0.22529988742921941+0.26397179180644509j,0.78593431217801435+0.15440607914911400j,0.27356430015199090+0.51928900281878332j,0.83804429333366515+0.30710254660980552j,0.45654502921100965+0.36686161401832273j,0.62218354031704282+0.64213175633046615j,0.064705675235009807+0.60703836409293965j,0.60404950582618144+0.14254779467199089j,0.21182407858085156+0.12029190651365161j,0.67165524516752595+0.80787940028577365j,0.11366175611561573+0.41226926541090281j,0.22309637673347771+0.48408264720208150j
0.68128060265856250+0.52482909318547266j,0.49221709176825856+0.95389046803148725j,0.96019953378334466+0.73522434546335891j,0.33103534120041994+0.48852680973931062j,0.29985226666901327+0.27870366847599420j,0.047542213947087519+0.40887999290358162j,0.94197019285869898+0.60643860583532549j,0.82009805073418229+0.59236647018750543j,0.87784130760305901+0.93770817513819360j,0.056827403991636397+0.82283774015549771j,0.98125154078303689+0.73071892145606931j,0.25089716181450417+0.51443881528791835j,0.32907090055338345+0.52011393206644896j,0.52807690663567497+0.90585605474084652j,0.76312153174789943+0.19629133850557867j,0.42077249976138614+0.85826333889382900j,0.16384173181212811+0.38942853738620131j,0.87026791133581138+0.88808485422619099j,0.023642799821513651+0.65759104159438786j,0.53535096836501261+0.34281032445788201j
